subject,trialtype,duration,repduration,movdist,force,stoplatency,error,abserror
5,audiomotor,1100,1611,0.15626,0.375,96,511,511
5,audiomotor,3627,3568,0.43269,0.71801,123,-59,59
5,audiomotor,4118,4156,0.63839,1.3077,113,38,38
5,audiomotor,2548,2435,0.33387,0.60861,44,-113,113
5,audiomotor,3102,2732,0.47604,1.1041,99,-370,370
5,audiomotor,3617,2920,0.57611,1.1662,113,-697,697
5,audiomotor,2082,2706,0.35314,0.54261,79,624,624
5,auditory,3000,2735,0.0015539,4.3327,0,-265,265
5,auditory,3500,3077,0.001191,12.068,0,-423,423
5,auditory,1500,2016,0.0009709,5.4321,0,516,516
5,auditory,2000,2140,0.00085903,1.8749,0,140,140
5,auditory,4000,3376,0.0016613,9.6943,0,-624,624
5,auditory,1000,1411,0.0017705,6.7825,0,411,411
5,auditory,3500,2619,0.002113,17.74,0,-881,881
5,auditory,4000,3164,0.0036013,19.062,0,-836,836
5,auditory,1000,1618,0.00065436,6.4443,0,618,618
5,auditory,1500,1969,0.00086263,8.4593,0,469,469
5,auditory,2500,2330,0.0017197,19.195,0,-170,170
5,auditory,3000,2586,0.0016237,25.286,0,-414,414
5,auditory,2000,2046,0.0025578,8.6059,0,46,46
5,auditory,2500,2403,0.0018443,9.4801,0,-97,97
5,audiomotor,1052,1571,0.11966,0.17525,48,519,519
5,audiomotor,1096,1465,0.15247,0.38582,92,369,369
5,audiomotor,1538,1971,0.23979,0.48574,35,433,433
5,audiomotor,3066,2404,0.27911,0.66852,63,-662,662
5,audiomotor,3571,3227,0.66674,1.4813,67,-344,344
5,audiomotor,2099,2367,0.33264,0.67941,94,268,268
5,audiomotor,2594,2884,0.47348,1.0787,90,290,290
5,audiomotor,2665,2471,0.36193,0.87738,162,-194,194
5,audiomotor,3059,3252,0.39469,0.76688,55,193,193
5,audiomotor,1584,3151,0.32678,0.57258,81,1567,1567
5,audiomotor,2057,2340,0.22795,0.6318,52,283,283
5,audiomotor,3557,3034,0.53987,0.84889,53,-523,523
5,audiomotor,4087,3564,0.68534,1.5827,83,-523,523
5,auditory,1500,1891,0.00072129,3.5942,0,391,391
5,auditory,2000,2505,0.00071791,7.3882,0,505,505
5,auditory,3000,2922,0.0018878,15.734,0,-78,78
5,auditory,3500,3213,0.0017317,10.148,0,-287,287
5,auditory,2500,2264,0.0014811,9.3457,0,-236,236
5,auditory,3000,2937,0.0031393,23.588,0,-63,63
5,auditory,4000,3654,0.0029271,8.4636,0,-346,346
5,auditory,1000,1159,0.001623,1.3099,0,159,159
5,auditory,3500,3236,0.0014492,21.907,0,-264,264
5,auditory,1000,1236,0.00060004,5.6153,0,236,236
5,auditory,1500,1616,0.00070177,5.1861,0,116,116
5,auditory,2000,1920,0.0010631,5.3591,0,-80,80
5,auditory,2500,2623,0.0028774,4.8413,0,123,123
5,motor,1077,1640,0.15157,0.29611,73,563,563
5,motor,1594,2078,0.17929,0.29942,91,484,484
5,motor,1077,1534,0.21162,0.44292,74,457,457
5,motor,3546,3505,0.55631,1.0202,42,-41,41
5,motor,4074,4299,0.72206,1.4053,70,225,225
5,motor,3100,3508,0.47278,0.66543,95,408,408
5,motor,3581,3036,0.66862,1.3965,78,-545,545
5,motor,2076,2587,0.33415,0.60605,72,511,511
5,motor,2594,2926,0.42036,0.5989,91,332,332
5,motor,1517,2447,0.18185,0.39056,13,930,930
5,motor,2067,2136,0.2319,0.39868,62,69,69
5,motor,2621,3222,0.4226,1.0435,118,601,601
5,motor,3039,2611,0.68424,1.3305,36,-428,428
5,audiomotor,2624,2412,0.24198,0.56027,121,-212,212
5,audiomotor,3052,2809,0.50639,0.87824,47,-243,243
5,audiomotor,4094,3111,0.57595,1.2702,90,-983,983
5,audiomotor,1124,1393,0.16709,0.25833,120,269,269
5,audiomotor,2101,2174,0.28924,0.57094,98,73,73
5,audiomotor,2608,2383,0.45018,0.70643,104,-225,225
5,audiomotor,3073,2899,0.51175,1.0344,70,-174,174
5,audiomotor,3572,2757,0.57922,1.3,68,-815,815
5,audiomotor,1062,1463,0.15048,0.29537,57,401,401
5,audiomotor,1580,1872,0.19013,0.37887,77,292,292
5,audiomotor,3511,2914,0.46972,0.89935,8,-597,597
5,audiomotor,1557,2334,0.17657,0.32063,54,777,777
5,audiomotor,2042,2215,0.19445,0.45456,38,173,173
5,motor,4096,3064,0.48734,1.0229,92,-1032,1032
5,motor,1042,1731,0.1526,0.35632,38,689,689
5,motor,2123,2025,0.16705,0.364,120,-98,98
5,motor,2527,2773,0.25149,0.65044,23,246,246
5,motor,3585,3914,1.0565,10.827,81,329,329
5,motor,4005,4042,0.48351,0.98961,1,37,37
5,motor,3038,3252,0.43401,0.66211,34,214,214
5,motor,3523,3683,0.54563,1.2668,18,160,160
5,motor,2507,2509,0.29315,0.87543,3,2,2
5,motor,3054,2630,0.38843,0.83647,50,-424,424
5,motor,1036,1272,0.097809,0.22758,31,236,236
5,motor,1561,1521,0.19314,0.4248,57,-40,40
5,motor,1530,1856,0.17717,0.34337,27,326,326
5,motor,2030,2569,0.22258,0.56522,25,539,539
5,auditory,1500,1767,0.00064613,10.12,0,267,267
5,auditory,2000,2017,0.00082991,5.038,0,17,17
5,auditory,2500,2394,0.00078816,9.6153,0,-106,106
5,auditory,3000,2901,0.0024248,11.645,0,-99,99
5,auditory,4000,3698,0.0016769,8.2374,0,-302,302
5,auditory,1000,1034,0.00059863,6.0063,0,34,34
5,auditory,3000,2418,0.002211,12.874,0,-582,582
5,auditory,3500,2576,0.0048107,2.8831,0,-924,924
5,auditory,3500,2447,0.001178,7.8522,0,-1053,1053
5,auditory,4000,3522,0.0026745,20.443,0,-478,478
5,auditory,1000,1127,0.0015623,1.482,0,127,127
5,auditory,1500,2004,0.0011362,13.477,0,504,504
5,auditory,2000,2461,0.0011428,14.979,0,461,461
5,auditory,2500,2531,0.0011844,21.53,0,31,31
6,audiomotor,1047,1016,0.19326,0.63847,43,-31,31
6,audiomotor,1557,1462,0.31225,1.1595,54,-95,95
6,audiomotor,2625,1991,0.48023,1.6078,121,-634,634
6,audiomotor,3125,2747,0.6596,2.2195,121,-378,378
6,audiomotor,3070,3369,0.66358,2.6503,65,299,299
6,audiomotor,3723,4237,0.91001,3.4025,220,514,514
6,audiomotor,3624,3890,0.95802,3.6372,120,266,266
6,audiomotor,4067,4109,0.9831,3.5046,63,42,42
6,audiomotor,1797,1727,0.40554,2.1113,293,-70,70
6,audiomotor,2036,1742,0.59151,1.9234,31,-294,294
6,audiomotor,4104,4830,1.0524,3.1737,101,726,726
6,audiomotor,1246,1492,0.24456,1.4374,243,246,246
6,audiomotor,2169,2071,0.65871,2.1173,166,-98,98
6,audiomotor,2619,1807,0.78904,1.9993,115,-812,812
6,auditory,1000,1622,0.00023588,1.2855,0,622,622
6,auditory,1500,2615,0.00032876,1.5149,0,1115,1115
6,auditory,1500,2522,0.00044296,1.2019,0,1022,1022
6,auditory,2000,3124,0.0005763,1.6662,0,1124,1124
6,auditory,3000,3987,0.00073788,3.4719,0,987,987
6,auditory,3500,4960,0.00050272,4.3577,0,1460,1460
6,auditory,3500,3701,0.0014521,6.9958,0,201,201
6,auditory,4000,4944,0.0011614,3.8058,0,944,944
6,auditory,2500,3157,0.00038688,2.2211,0,657,657
6,auditory,3000,4595,0.00048325,2.1592,0,1595,1595
6,auditory,2000,3601,0.00040611,2.2106,0,1601,1601
6,auditory,2500,4002,0.00043826,2.0117,0,1502,1502
6,auditory,4000,4133,0.00077317,6.3988,0,133,133
6,auditory,1000,1562,0.00039713,1.3502,0,562,562
6,motor,3640,3197,0.68369,2.348,135,-443,443
6,motor,3584,4342,0.92026,3.0438,79,758,758
6,motor,4115,4465,0.82553,2.689,111,350,350
6,motor,1385,1724,0.17667,0.9322,381,339,339
6,motor,1658,2569,0.28736,1.0187,155,911,911
6,motor,1657,2626,0.32753,1.4395,153,969,969
6,motor,4135,4433,0.9596,3.8457,132,298,298
6,motor,1223,1948,0.20466,0.81432,218,725,725
6,motor,2073,1615,0.41001,1.4049,69,-458,458
6,motor,2607,2236,0.63433,2.3417,103,-371,371
6,motor,2719,2535,0.55521,2.1585,215,-184,184
6,motor,3087,3677,0.67244,1.9768,84,590,590
6,audiomotor,1164,1544,0.24161,0.84019,159,380,380
6,audiomotor,1607,2980,0.33834,1.2575,102,1373,1373
6,audiomotor,2149,3014,0.64762,3.1746,146,865,865
6,audiomotor,2618,3417,0.63429,2.5929,115,799,799
6,audiomotor,3212,4426,0.95699,3.744,208,1214,1214
6,audiomotor,3760,3321,1.1729,5.5824,255,-439,439
6,audiomotor,3680,4541,1.0576,5.0714,176,861,861
6,audiomotor,4188,3951,1.1277,4.5534,184,-237,237
6,audiomotor,1584,2169,0.54736,2.869,79,585,585
6,audiomotor,2117,2708,0.46638,2.0011,114,591,591
6,audiomotor,4187,3749,0.95143,4.8969,183,-438,438
6,audiomotor,1057,1548,0.2268,0.92341,53,491,491
6,audiomotor,2684,2936,0.70121,3.3265,180,252,252
6,audiomotor,3212,3301,0.62787,2.347,208,89,89
6,auditory,1000,879,0.0004744,0.9399,0,-121,121
6,auditory,2500,4920,0.00050244,4.2922,0,2420,2420
6,auditory,3000,3756,0.00087439,2.7471,0,756,756
6,auditory,3500,3849,0.00092922,5.6811,0,349,349
6,auditory,4000,4500,0.00086348,6.3895,0,500,500
6,auditory,2000,2639,0.00020528,0.68772,0,639,639
6,auditory,2500,3365,0.00040723,2.0478,0,865,865
6,auditory,1500,2529,0.00029705,2.0929,0,1029,1029
6,auditory,2000,2543,0.00057555,1.3675,0,543,543
6,auditory,3000,3880,0.00027128,4.7157,0,880,880
6,auditory,3500,4133,0.00062227,2.5948,0,633,633
6,auditory,1000,2249,0.00018255,0.9046,0,1249,1249
6,auditory,1500,2961,0.00034651,1.0222,0,1461,1461
6,motor,1092,1964,0.20645,1.1786,88,872,872
6,motor,1593,1782,0.39457,1.0742,89,189,189
6,motor,1708,1850,0.31667,0.87325,204,142,142
6,motor,2158,3100,0.41739,2.4517,154,942,942
6,motor,2094,3115,0.46957,2.0624,89,1021,1021
6,motor,2580,3392,0.48526,1.8384,76,812,812
6,motor,4075,4074,0.7153,2.2553,72,-1,1
6,motor,1065,2228,0.1529,0.69423,61,1163,1163
6,motor,3625,4643,0.78283,2.4427,121,1018,1018
6,motor,4136,3630,1.1372,4.0282,131,-506,506
6,motor,2574,4466,0.45279,1.7373,69,1892,1892
6,motor,3103,4214,0.89788,4.2201,100,1111,1111
6,motor,3196,5012,0.90776,3.246,191,1816,1816
6,motor,3640,5009,0.9673,4.7054,136,1369,1369
6,audiomotor,1678,2341,0.37546,1.5492,174,663,663
6,audiomotor,2114,3279,0.43083,1.6425,110,1165,1165
6,audiomotor,2166,3213,0.55814,2.5281,161,1047,1047
6,audiomotor,2556,4356,0.63933,2.4319,51,1800,1800
6,audiomotor,3736,3758,0.89543,3.6437,232,22,22
6,audiomotor,4178,4080,1.0946,4.8276,174,-98,98
6,audiomotor,2652,3114,0.88516,3.7371,149,462,462
6,audiomotor,1316,1276,0.23898,1.7952,312,-40,40
6,audiomotor,1707,2443,0.23207,1.1917,202,736,736
6,audiomotor,4195,3617,0.88663,2.7562,190,-578,578
6,audiomotor,1235,3135,0.33457,1.2994,232,1900,1900
6,audiomotor,3175,3081,1.0028,3.9882,170,-94,94
6,audiomotor,3581,3770,0.84282,2.6598,77,189,189
6,auditory,2500,3622,0.00054082,1.7427,0,1122,1122
6,auditory,3000,3855,0.00073892,1.5389,0,855,855
6,auditory,4000,4854,0.00074525,5.4754,0,854,854
6,auditory,1000,2574,0.00086042,0.69781,0,1574,1574
6,auditory,1500,2490,0.00032844,1.4105,0,990,990
6,auditory,2000,2897,0.00022672,1.9301,0,897,897
6,auditory,1000,2164,0.00043135,0.90716,0,1164,1164
6,auditory,1500,4165,0.00045909,0.57146,0,2665,2665
6,auditory,2000,3972,0.00031119,1.2648,0,1972,1972
6,auditory,2500,3347,0.00062067,2.5943,0,847,847
6,auditory,3000,4139,0.00054046,2.958,0,1139,1139
6,auditory,3500,4180,0.00032073,3.0185,0,680,680
6,auditory,3500,4123,0.00024399,3.5992,0,623,623
6,auditory,4000,2134,0.00031283,1.1953,0,-1866,1866
6,motor,3860,4478,0.97097,3.8884,355,618,618
6,motor,4195,4070,0.8826,3.7806,192,-125,125
6,motor,1257,2217,0.27982,1.2018,253,960,960
6,motor,1737,2926,0.32382,1.7715,232,1189,1189
6,motor,1697,2809,0.44033,2.0906,193,1112,1112
6,motor,2274,3430,0.54064,2.3834,271,1156,1156
6,motor,2583,3716,1.035,6.9999,78,1133,1133
6,motor,3236,3790,0.67425,2.9862,232,554,554
6,motor,4074,3489,1.1269,4.5739,70,-585,585
6,motor,1165,2203,0.29322,1.381,161,1038,1038
6,motor,2306,2903,0.60652,2.999,301,597,597
6,motor,2712,3018,0.915,8.6769,208,306,306
6,motor,3212,3370,1.2424,4.8665,208,158,158
6,motor,3740,3625,1.1887,4.9135,235,-115,115
6,auditory,2500,4024,0.00053842,2.5015,0,1524,1524
6,auditory,3000,4044,0.00079173,3.3667,0,1044,1044
6,auditory,3500,4866,0.0010229,4.3491,0,1366,1366
6,auditory,4000,4675,0.0008135,4.4128,0,675,675
6,auditory,3000,3649,0.00068001,3.0186,0,649,649
6,auditory,3500,4337,0.00045404,2.5819,0,837,837
6,auditory,1000,1492,0.00029301,0.58171,0,492,492
6,auditory,1500,1740,0.00028652,1.2912,0,240,240
6,auditory,4000,5090,0.0004933,2.5498,0,1090,1090
6,auditory,1000,2346,0.00034272,1.081,0,1346,1346
6,auditory,2000,3389,0.00015997,0.82475,0,1389,1389
6,auditory,2500,3600,0.00044057,3.6904,0,1100,1100
6,auditory,1500,2463,0.00048728,1.5093,0,963,963
6,auditory,2000,3554,0.00024784,1.757,0,1554,1554
6,audiomotor,1744,2138,0.3702,1.536,240,394,394
6,audiomotor,2290,3412,0.5653,2.8669,287,1122,1122
6,audiomotor,3175,5435,0.76597,3.927,170,2260,2260
6,audiomotor,3619,3965,0.95223,4.0173,115,346,346
6,audiomotor,1200,2183,0.2167,1.4924,196,983,983
6,audiomotor,1761,1979,0.37592,2.342,257,218,218
6,audiomotor,2056,2679,0.45629,1.8089,52,623,623
6,audiomotor,2747,2998,0.98102,5.1453,242,251,251
6,audiomotor,2717,3886,0.87495,3.9204,214,1169,1169
6,audiomotor,3197,4276,1.0779,6.0394,192,1079,1079
6,audiomotor,3725,2967,1.11,5.8723,221,-758,758
6,audiomotor,4110,3458,1.3164,4.6552,107,-652,652
6,audiomotor,4180,4576,1.1836,6.4737,176,396,396
6,audiomotor,1220,1792,0.27891,1.9351,216,572,572
6,motor,3526,3426,1.1104,4.7719,21,-100,100
6,motor,4097,5523,1.165,6.1429,93,1426,1426
6,motor,4117,4059,1.6871,9.065,113,-58,58
6,motor,1275,3013,0.33316,1.9407,272,1738,1738
6,motor,2838,3775,0.76066,4.1098,335,937,937
6,motor,1848,3030,0.43535,3.0556,343,1182,1182
6,motor,2212,3180,0.53329,3.5266,208,968,968
6,motor,3299,4716,0.9715,5.0421,296,1417,1417
6,motor,3727,3255,1.3645,7.521,222,-472,472
6,motor,1321,1212,0.29521,2.2055,318,-109,109
6,motor,1806,2766,0.32056,2.0122,302,960,960
6,motor,2787,3109,0.98615,5.2815,284,322,322
6,motor,3224,1948,0.86275,2.705,221,-1276,1276
6,audiomotor,4195,3048,1.0994,5.7017,190,-1147,1147
6,audiomotor,1097,1220,0.26608,1.124,93,123,123
6,audiomotor,2698,3221,0.76136,3.3052,194,523,523
6,audiomotor,3207,2967,0.73054,2.925,202,-240,240
6,audiomotor,1076,2229,0.32147,1.7063,71,1153,1153
6,audiomotor,1663,2859,0.39975,2.4672,159,1196,1196
6,audiomotor,3202,3876,0.95892,5.4645,198,674,674
6,audiomotor,3622,2890,0.86326,5.4371,117,-732,732
6,audiomotor,1635,3297,0.36482,2.268,130,1662,1662
6,audiomotor,2164,3206,0.64189,4.3306,160,1042,1042
6,audiomotor,3658,4491,0.97563,5.2457,153,833,833
6,audiomotor,4258,4054,1.5808,6.1935,254,-204,204
6,audiomotor,2135,2897,0.77846,3.7444,131,762,762
6,audiomotor,2616,3166,0.89713,4.2825,112,550,550
6,motor,2309,2170,0.7538,4.0315,306,-139,139
6,motor,2647,3963,0.80421,4.1479,142,1316,1316
6,motor,4117,3448,0.98281,4.7897,112,-669,669
6,motor,1161,2383,0.30995,1.2907,158,1222,1222
6,motor,3405,3029,0.86852,4.4908,401,-376,376
6,motor,3737,3823,0.78979,3.7541,233,86,86
6,motor,2632,2618,0.43247,1.5369,127,-14,14
6,motor,3129,2378,0.81942,3.8583,126,-751,751
6,motor,1148,2161,0.2917,1.6467,144,1013,1013
6,motor,1773,2170,0.42275,2.2281,269,397,397
6,motor,3749,3990,1.2032,6.5098,244,241,241
6,motor,4157,4081,1.354,5.9914,154,-76,76
6,motor,1760,4417,0.43344,2.2577,256,2657,2657
6,motor,2150,1952,0.45054,1.2811,147,-198,198
6,auditory,2000,2887,0.00039403,2.1781,0,887,887
6,auditory,2500,3677,0.00040652,3.023,0,1177,1177
6,auditory,3000,3324,0.00061219,3.443,0,324,324
6,auditory,3500,4055,0.00071021,2.9551,0,555,555
6,auditory,2500,2921,0.00037642,2.8864,0,421,421
6,auditory,3000,3760,0.00083019,2.7316,0,760,760
6,auditory,1000,1810,0.0002217,0.51712,0,810,810
6,auditory,1500,1632,0.00059984,2.7782,0,132,132
6,auditory,3500,4264,0.00036349,1.5242,0,764,764
6,auditory,4000,4292,0.00070485,1.2816,0,292,292
6,auditory,4000,4934,0.00088344,4.0007,0,934,934
6,auditory,1000,2589,0.00031464,0.8626,0,1589,1589
6,auditory,1500,3190,0.00040513,0.96851,0,1690,1690
6,auditory,2000,3101,0.0003155,1.457,0,1101,1101
7,auditory,2500,1953,0.00039096,1.5097,0,-547,547
7,auditory,3000,2129,0.00042683,1.0564,0,-871,871
7,auditory,1500,1437,0.00016693,0.71903,0,-63,63
7,auditory,2000,2268,0.00046779,2.3647,0,268,268
7,auditory,4000,2931,0.00061254,2.5722,0,-1069,1069
7,auditory,1000,830,0.0006209,1.2383,0,-170,170
7,auditory,2000,1176,0.00020562,2.0175,0,-824,824
7,auditory,2500,1714,0.00059303,1.9133,0,-786,786
7,auditory,3500,2453,0.0005833,4.5636,0,-1047,1047
7,auditory,4000,3218,0.00056507,4.1291,0,-782,782
7,auditory,3000,2822,0.00036231,2.4976,0,-178,178
7,auditory,3500,2972,0.00060023,2.8736,0,-528,528
7,auditory,1000,819,0.00025458,1.2455,0,-181,181
7,auditory,1500,1418,0.000241,1.3005,0,-82,82
7,audiomotor,4174,3080,0.88155,2.1963,171,-1094,1094
7,audiomotor,1238,1170,0.20089,0.56385,234,-68,68
7,audiomotor,2062,1974,0.46786,1.2176,57,-88,88
7,audiomotor,2657,2029,0.62195,1.6498,153,-628,628
7,audiomotor,1648,1096,0.25967,0.82562,143,-552,552
7,audiomotor,2054,1441,0.65552,4.2157,50,-613,613
7,audiomotor,1206,1072,0.23971,0.611,201,-134,134
7,audiomotor,1632,1534,0.27155,0.9403,128,-98,98
7,audiomotor,2653,1626,0.60093,1.3617,149,-1027,1027
7,audiomotor,3222,2626,0.64075,1.7558,219,-596,596
7,audiomotor,3698,3300,0.72379,2.2565,194,-398,398
7,audiomotor,4159,2567,1.0633,3.0945,155,-1592,1592
7,audiomotor,3114,2348,0.66456,2.6188,110,-766,766
7,audiomotor,3555,2628,0.78819,2.0583,51,-927,927
7,motor,1159,1802,0.18147,0.68849,156,643,643
7,motor,1655,1675,0.32969,0.98526,151,20,20
7,motor,4083,3135,1.0933,2.947,78,-948,948
7,motor,1060,1285,0.19604,0.52692,56,225,225
7,motor,3681,3600,0.71675,2.0708,176,-81,81
7,motor,4194,3509,0.88088,2.9303,189,-685,685
7,motor,1632,1335,0.23505,0.84568,128,-297,297
7,motor,2222,2065,0.48031,1.2228,219,-157,157
7,motor,2531,2215,0.60143,1.5818,27,-316,316
7,motor,3303,2880,0.73442,2.9469,300,-423,423
7,motor,2134,2238,0.37447,1.0982,131,104,104
7,motor,2605,2281,0.68201,2.3802,102,-324,324
7,motor,3085,2527,0.84807,3.2024,81,-558,558
7,motor,3762,2660,1.1712,4.207,258,-1102,1102
7,auditory,2000,1710,0.00032918,2.0578,0,-290,290
7,auditory,2500,2807,0.00033459,3.0667,0,307,307
7,auditory,4000,3273,0.0010666,1.6332,0,-727,727
7,auditory,1000,896,0.00019679,0.81613,0,-104,104
7,auditory,3500,3240,0.00062437,2.4572,0,-260,260
7,auditory,4000,3420,0.00062837,2.1343,0,-580,580
7,auditory,1500,1303,0.00014781,1.5815,0,-197,197
7,auditory,2000,1868,0.00046757,2.8437,0,-132,132
7,auditory,1000,1069,0.00014924,0.5772,0,69,69
7,auditory,1500,1631,0.00019318,0.45629,0,131,131
7,auditory,2500,2449,0.00048202,2.5262,0,-51,51
7,auditory,3000,2691,0.00065488,2.05,0,-309,309
7,auditory,3000,2857,0.00048005,1.865,0,-143,143
7,auditory,3500,2344,0.00053201,3.6529,0,-1156,1156
7,audiomotor,2566,2252,0.49782,1.5696,62,-314,314
7,audiomotor,3127,2591,0.88804,5.8591,123,-536,536
7,audiomotor,1656,1391,0.39226,1.362,152,-265,265
7,audiomotor,2186,1752,0.50674,1.9143,182,-434,434
7,audiomotor,1171,1113,0.28259,0.86364,167,-58,58
7,audiomotor,1652,1433,0.42197,1.5229,149,-219,219
7,audiomotor,4165,3207,1.1123,4.1092,162,-958,958
7,audiomotor,1253,1053,0.21023,0.96568,250,-200,200
7,audiomotor,3657,3288,0.97052,3.3751,153,-369,369
7,audiomotor,4229,3512,1.138,4.1659,226,-717,717
7,audiomotor,3211,2821,0.8027,2.6883,207,-390,390
7,audiomotor,3586,3183,0.99861,2.6072,82,-403,403
7,audiomotor,2163,1636,0.52708,2.239,158,-527,527
7,audiomotor,2595,1544,0.74077,2.3621,92,-1051,1051
7,motor,2724,2207,0.68258,2.2295,221,-517,517
7,motor,3272,2393,0.86624,3.4233,268,-879,879
7,motor,1698,1132,0.42223,1.7557,195,-566,566
7,motor,2112,1253,0.48857,1.6116,108,-859,859
7,motor,4194,3345,1.0246,3.5487,190,-849,849
7,motor,1244,918,0.24703,1.137,240,-326,326
7,motor,3610,2303,0.91589,3.3623,107,-1307,1307
7,motor,4200,2697,0.83032,2.54,196,-1503,1503
7,motor,3155,2021,0.72885,2.4267,150,-1134,1134
7,motor,3633,2536,0.93204,3.6235,129,-1097,1097
7,motor,2197,1376,0.57874,1.5358,194,-821,821
7,motor,2694,1639,0.7115,2.6183,189,-1055,1055
7,motor,1187,792,0.2855,1.7449,184,-395,395
7,motor,1665,882,0.47437,1.662,161,-783,783
7,audiomotor,4153,2975,1.0906,4.1774,149,-1178,1178
7,audiomotor,1217,903,0.26062,0.82696,213,-314,314
7,audiomotor,1668,1057,0.36794,1.6598,163,-611,611
7,audiomotor,2086,1223,0.49729,2.154,82,-863,863
7,audiomotor,2601,1672,0.79755,2.9607,97,-929,929
7,audiomotor,3093,2417,0.87621,3.2709,90,-676,676
7,audiomotor,1191,1025,0.32035,1.356,187,-166,166
7,audiomotor,1689,1308,0.48629,2.2842,186,-381,381
7,audiomotor,3135,2529,0.92045,3.504,131,-606,606
7,audiomotor,3617,2716,0.86342,3.8284,113,-901,901
7,audiomotor,2189,2155,0.51597,1.9062,185,-34,34
7,audiomotor,2658,1966,0.5933,1.5102,154,-692,692
7,audiomotor,3707,2594,0.69242,2.9387,202,-1113,1113
7,audiomotor,4084,2999,1.0106,4.1625,80,-1085,1085
7,motor,4170,3756,1.1235,4.1422,167,-414,414
7,motor,1168,1066,0.22097,0.9584,164,-102,102
7,motor,3082,2727,0.78228,3.0957,77,-355,355
7,motor,3664,3194,0.7617,3.4772,159,-470,470
7,motor,2617,2425,0.68767,3.0422,113,-192,192
7,motor,3152,2212,0.6801,2.0181,148,-940,940
7,motor,1679,1706,0.34822,1.1487,174,27,27
7,motor,2058,1883,0.45234,1.4703,53,-175,175
7,motor,1090,964,0.23751,0.79684,86,-126,126
7,motor,1709,1506,0.33672,1.2051,205,-203,203
7,motor,2098,1980,0.45654,2.0777,94,-118,118
7,motor,2682,2470,0.60611,2.0854,178,-212,212
7,motor,3570,3296,0.87086,3.5054,67,-274,274
7,motor,4151,3295,0.82176,2.5737,148,-856,856
7,auditory,3500,3147,0.00069895,4.1371,0,-353,353
7,auditory,4000,4166,0.0012196,6.9563,0,166,166
7,auditory,3000,2621,0.0003357,2.2505,0,-379,379
7,auditory,3500,2959,0.00059483,1.8872,0,-541,541
7,auditory,2500,2379,0.00082585,1.2734,0,-121,121
7,auditory,3000,2798,0.00048518,3.4759,0,-202,202
7,auditory,2000,1933,0.00049867,0.34322,0,-67,67
7,auditory,2500,2062,0.00044252,2.9379,0,-438,438
7,auditory,4000,3880,0.001173,2.3518,0,-120,120
7,auditory,1000,885,0.00036723,3.2899,0,-115,115
7,auditory,1500,1334,0.00018897,1.2203,0,-166,166
7,auditory,2000,1718,0.00051823,1.1133,0,-282,282
7,auditory,1000,1110,0.00036772,0.80873,0,110,110
7,auditory,1500,1601,0.00039267,2.6986,0,101,101
7,motor,3085,2692,0.7122,2.0711,81,-393,393
7,motor,3597,3259,0.8471,3.3648,94,-338,338
7,motor,1712,1429,0.44433,1.426,208,-283,283
7,motor,2134,1974,0.39796,1.4091,130,-160,160
7,motor,4104,2997,0.96522,3.2829,99,-1107,1107
7,motor,1105,991,0.23809,0.71023,101,-114,114
7,motor,2126,1586,0.42656,1.6753,122,-540,540
7,motor,2650,2160,0.50616,1.6457,145,-490,490
7,motor,3691,2819,0.77415,2.1266,188,-872,872
7,motor,4153,3692,0.89643,2.9235,150,-461,461
7,motor,1201,957,0.23985,1.1184,196,-244,244
7,motor,1569,1073,0.35741,1.3196,64,-496,496
7,motor,2655,1744,0.61523,2.5134,152,-911,911
7,motor,3155,3357,0.68714,2.818,150,202,202
7,audiomotor,4173,2460,0.99932,3.2336,170,-1713,1713
7,audiomotor,1189,911,0.26067,1.1208,185,-278,278
7,audiomotor,2581,1498,0.65125,2.6523,77,-1083,1083
7,audiomotor,3166,1744,0.79321,2.3759,162,-1422,1422
7,audiomotor,1684,1132,0.34449,1.4342,180,-552,552
7,audiomotor,2130,1563,0.5225,2.1616,126,-567,567
7,audiomotor,1128,766,0.21204,0.98101,124,-362,362
7,audiomotor,1654,1016,0.37383,1.8818,150,-638,638
7,audiomotor,2165,1296,0.59084,2.5746,161,-869,869
7,audiomotor,2569,2135,0.63842,2.338,65,-434,434
7,audiomotor,3584,2852,0.81343,2.4928,80,-732,732
