subject,trialtype,duration,repduration,movdist,force,stoplatency,error,abserror
16,motor,1702,2131,0.39074,1.3184,197,429,429
16,motor,2075,3217,0.45137,1.0915,72,1142,1142
16,motor,2556,3088,0.46931,0.99189,53,532,532
16,motor,3743,4608,1.0218,2.3543,238,865,865
16,motor,4188,5350,1.1315,3.1024,184,1162,1162
16,motor,4199,4350,1.1684,3.8904,195,151,151
16,motor,1235,1467,0.22357,0.53712,231,232,232
16,audiomotor,1672,2146,0.31925,0.72766,168,474,474
16,audiomotor,2202,2686,0.46757,1.2842,197,484,484
16,audiomotor,3139,3087,0.66749,1.7276,135,-52,52
16,audiomotor,3674,4424,0.81258,2.0403,170,750,750
16,audiomotor,2178,3051,0.50368,1.3954,174,873,873
16,audiomotor,2607,3601,0.53059,1.202,103,994,994
16,audiomotor,1337,2100,0.20308,0.59621,333,763,763
16,audiomotor,1705,2844,0.38524,1.2347,201,1139,1139
16,audiomotor,2607,3128,0.60785,1.7071,103,521,521
16,audiomotor,3170,3669,0.73126,1.9066,167,499,499
16,audiomotor,3670,3330,1.0012,2.7366,165,-340,340
16,audiomotor,4171,4195,0.95254,2.7463,167,24,24
16,audiomotor,4212,5399,1.5502,4.6177,208,1187,1187
16,audiomotor,1297,1332,0.2547,0.84615,293,35,35
16,auditory,3000,2299,0.00047477,1.7594,0,-701,701
16,auditory,3500,3985,0.00033021,11.708,0,485,485
16,auditory,1000,1129,0.00033936,0.49788,0,129,129
16,auditory,1500,2194,0.00022229,1.9195,0,694,694
16,auditory,1500,1703,0.00033494,1.4171,0,203,203
16,auditory,2000,2205,0.00024648,1.4005,0,205,205
16,auditory,2500,2622,0.00095295,4.1092,0,122,122
16,auditory,3000,3031,0.00070938,1.5411,0,31,31
16,auditory,2000,1897,0.00025963,2.4666,0,-103,103
16,auditory,2500,2579,0.0007517,1.9475,0,79,79
16,auditory,4000,3098,0.00056372,5.8331,0,-902,902
16,auditory,1000,1291,0.00013207,1.7347,0,291,291
16,auditory,3500,3253,0.00091136,2.498,0,-247,247
16,auditory,4000,3196,0.00067142,4.7723,0,-804,804
16,motor,3672,3281,1.1494,3.2599,168,-391,391
16,motor,4178,2832,1.208,3.445,174,-1346,1346
16,motor,2185,2448,0.58216,1.5325,181,263,263
16,motor,2236,2672,0.50992,1.2902,231,436,436
16,motor,2589,2295,0.60042,1.5664,85,-294,294
16,motor,1172,1054,0.20672,0.6407,168,-118,118
16,motor,1643,2520,0.32659,1.1743,140,877,877
16,motor,3150,3608,0.78124,1.868,147,458,458
16,motor,3662,4563,0.87302,2.1519,157,901,901
16,motor,4123,3615,1.0319,2.4287,120,-508,508
16,motor,1233,1541,0.25762,1.0109,230,308,308
16,motor,2571,3070,0.65588,1.6642,66,499,499
16,motor,3087,2978,0.69741,1.5256,84,-109,109
16,audiomotor,1171,2483,0.28308,1.0083,167,1312,1312
16,audiomotor,1655,2262,0.40829,1.2827,150,607,607
16,audiomotor,1623,2161,0.40295,1.1075,120,538,538
16,audiomotor,2103,2554,0.44594,1.2605,99,451,451
16,audiomotor,2115,2307,0.45575,1.4211,110,192,192
16,audiomotor,2625,2656,0.3737,0.86849,121,31,31
16,audiomotor,4217,4032,1.3617,3.772,213,-185,185
16,audiomotor,1224,1537,0.25263,0.62493,220,313,313
16,audiomotor,2593,3928,0.73997,2.0388,89,1335,1335
16,audiomotor,3170,4050,0.60565,1.6762,166,880,880
16,audiomotor,3697,4511,0.95588,2.4594,193,814,814
16,audiomotor,4209,5442,1.2439,3.2283,205,1233,1233
16,audiomotor,3183,4206,0.8271,2.3349,180,1023,1023
16,audiomotor,3630,4512,1.1033,2.8831,125,882,882
16,auditory,1000,1497,7.37E-05,0.63462,0,497,497
16,auditory,1500,1877,0.0005695,0.96335,0,377,377
16,auditory,1500,1548,0.00061708,1.9184,0,48,48
16,auditory,2000,1868,0.00019808,1.354,0,-132,132
16,auditory,2500,2029,0.00050086,2.8379,0,-471,471
16,auditory,3000,2802,0.00093846,1.8248,0,-198,198
16,auditory,2000,1869,0.00058795,2.1901,0,-131,131
16,auditory,2500,2122,0.0019139,2.603,0,-378,378
16,auditory,3500,2384,0.00072942,4.5863,0,-1116,1116
16,auditory,4000,4154,0.00083454,3.2007,0,154,154
16,auditory,3000,3540,0.0012717,7.9222,0,540,540
16,auditory,3500,3227,0.00040251,9.9552,0,-273,273
16,auditory,4000,3328,0.0027942,8.3544,0,-672,672
16,auditory,1000,1140,0.00026446,0.53277,0,140,140
17,audiomotor,2215,3441,0.55745,1.6363,212,1226,1226
17,audiomotor,2722,4170,0.50606,1.6727,218,1448,1448
17,audiomotor,3623,4967,1.0479,3.1014,120,1344,1344
17,audiomotor,4237,5803,1.1262,3.4048,232,1566,1566
17,audiomotor,4208,5597,0.98048,2.559,203,1389,1389
17,audiomotor,1162,1866,0.19141,0.69558,157,704,704
17,audiomotor,3215,4416,0.81245,2.7949,212,1201,1201
17,audiomotor,3777,5926,1.0478,3.1499,273,2149,2149
17,audiomotor,1684,2664,0.27634,1.1521,180,980,980
17,audiomotor,2182,3351,0.53915,1.8924,177,1169,1169
17,audiomotor,2621,4231,0.71537,2.4605,117,1610,1610
17,audiomotor,3217,5032,0.92814,2.9492,212,1815,1815
17,audiomotor,1221,1884,0.25532,0.91134,217,663,663
17,auditory,1000,1847,0.00021774,0.89707,0,847,847
17,auditory,1500,1919,0.00023432,0.84575,0,419,419
17,auditory,3000,3316,0.00039824,1.2075,0,316,316
17,auditory,3500,4211,0.00068225,2.1316,0,711,711
17,auditory,2000,3078,0.00042569,1.7462,0,1078,1078
17,auditory,2500,3813,0.00047482,1.2428,0,1313,1313
17,auditory,1500,2977,0.00044157,0.71995,0,1477,1477
17,auditory,2000,3013,0.00059502,1.3904,0,1013,1013
17,auditory,4000,4295,0.001159,1.4597,0,295,295
17,auditory,1000,1532,0.00039748,1.1003,0,532,532
17,auditory,2500,3659,0.00044672,2.0964,0,1159,1159
17,auditory,3000,4074,0.00063901,0.91486,0,1074,1074
17,auditory,3500,5553,0.0010418,2.5161,0,2053,2053
17,auditory,4000,5711,0.0013826,1.6756,0,1711,1711
17,motor,4106,5741,0.81187,1.9611,102,1635,1635
17,motor,1113,2002,0.13225,0.47646,109,889,889
17,motor,1144,2599,0.16271,0.53513,140,1455,1455
17,motor,1857,3051,0.31397,1.259,353,1194,1194
17,motor,3139,4910,0.67544,2.4064,135,1771,1771
17,motor,3771,5127,0.8808,3.1091,267,1356,1356
17,motor,1640,2861,0.25546,0.77417,135,1221,1221
17,motor,2077,4171,0.53944,1.3743,74,2094,2094
17,motor,3596,5081,0.7908,3.3617,91,1485,1485
17,motor,4173,5199,1.1515,3.7151,170,1026,1026
17,motor,3105,4989,0.6085,2.4045,101,1884,1884
17,audiomotor,1594,3058,0.35767,1.2356,90,1464,1464
17,audiomotor,2237,3860,0.50963,1.6839,233,1623,1623
17,audiomotor,1286,2926,0.2907,0.94573,281,1640,1640
17,audiomotor,1751,3477,0.42834,1.6116,248,1726,1726
17,audiomotor,3805,4514,1.0236,3.1316,301,709,709
17,audiomotor,4185,4957,1.0224,3.1139,182,772,772
17,audiomotor,3199,4567,0.62511,2.1048,195,1368,1368
17,audiomotor,3689,5277,0.97943,2.9329,184,1588,1588
17,audiomotor,2177,3789,0.52154,1.7697,174,1612,1612
17,audiomotor,2585,4829,0.70865,2.2013,81,2244,2244
17,audiomotor,4181,5922,1.09,3.1102,176,1741,1741
17,audiomotor,1268,3017,0.20418,0.58745,263,1749,1749
17,audiomotor,2632,4327,0.63861,2.0479,128,1695,1695
17,audiomotor,3096,4873,0.77917,2.4582,92,1777,1777
17,auditory,2500,4029,0.00061366,2.337,0,1529,1529
17,auditory,3000,4404,0.0014493,2.3233,0,1404,1404
17,auditory,1500,1926,0.00041638,1.0449,0,426,426
17,auditory,2000,3069,0.00059643,1.9458,0,1069,1069
17,auditory,3500,4160,0.0012148,2.03,0,660,660
17,auditory,4000,5692,0.0010113,3.056,0,1692,1692
17,auditory,4000,4925,0.00089194,2.0356,0,925,925
17,auditory,1000,1409,0.00030719,1.2673,0,409,409
17,auditory,3000,3754,0.00088249,0.80731,0,754,754
17,auditory,3500,4362,0.00093017,3.8187,0,862,862
17,auditory,2000,3378,0.00047718,0.9219,0,1378,1378
17,auditory,2500,2487,0.00039845,2.5329,0,-13,13
17,auditory,1000,1844,0.00020734,0.62007,0,844,844
17,auditory,1500,2801,0.00054831,1.1468,0,1301,1301
17,motor,1091,3614,0.23702,1.1041,86,2523,2523
17,motor,1730,2919,0.3783,1.9647,226,1189,1189
17,motor,3400,4099,0.86704,2.8704,396,699,699
17,motor,3792,4135,1.0197,4.0323,288,343,343
17,motor,1950,3373,0.42442,1.4631,447,1423,1423
17,motor,2087,2957,0.41103,0.86995,83,870,870
17,motor,1136,3299,0.25073,0.64006,133,2163,2163
17,motor,2187,3651,0.56863,2.1222,184,1464,1464
17,motor,3651,4707,0.957,2.9855,146,1056,1056
17,motor,4216,4900,1.2032,3.8335,212,684,684
17,motor,3258,4219,0.87832,3.2306,254,961,961
17,auditory,2000,3114,0.00046566,1.3658,0,1114,1114
17,auditory,2500,3243,0.00073678,2.7053,0,743,743
17,auditory,1500,2213,0.00056431,0.82686,0,713,713
17,auditory,2000,3456,0.00083709,0.92246,0,1456,1456
17,auditory,4000,4719,0.00075197,3.0072,0,719,719
17,auditory,1000,1369,0.00038864,0.87304,0,369,369
17,auditory,2500,4198,0.00082498,2.1738,0,1698,1698
17,auditory,3000,4178,0.00084403,2.8684,0,1178,1178
17,auditory,1000,1433,0.00021539,0.66492,0,433,433
17,auditory,1500,2394,0.00055446,1.1173,0,894,894
17,auditory,3500,4618,0.00065107,1.8714,0,1118,1118
17,auditory,4000,4451,0.0013646,1.2634,0,451,451
17,auditory,3000,4278,0.00038426,1.0017,0,1278,1278
17,auditory,3500,4800,0.000998,1.5852,0,1300,1300
17,audiomotor,2185,4057,0.48459,1.6534,181,1872,1872
17,audiomotor,2710,4839,0.6266,2.682,205,2129,2129
17,audiomotor,1290,2994,0.26615,0.82263,285,1704,1704
17,audiomotor,1488,2976,0.28908,1.2432,483,1488,1488
17,audiomotor,1581,3307,0.41952,1.5041,76,1726,1726
17,audiomotor,2614,4601,0.77151,2.7481,110,1987,1987
17,audiomotor,3208,4899,1.0878,3.7963,203,1691,1691
17,audiomotor,3615,4886,0.74786,2.9818,110,1271,1271
17,audiomotor,4202,4954,1.4569,5.2927,197,752,752
17,audiomotor,1740,3305,0.43797,1.8494,237,1565,1565
17,audiomotor,2165,3745,0.49918,1.8241,162,1580,1580
17,audiomotor,3536,5176,1.1128,4.5479,532,1640,1640
17,audiomotor,3884,5062,1.0679,3.5129,381,1178,1178
17,motor,4460,4883,1.5965,5.2218,456,423,423
17,motor,1233,2681,0.26266,0.98785,229,1448,1448
17,motor,1274,2581,0.30758,1.79,269,1307,1307
17,motor,1679,3504,0.51053,1.7182,175,1825,1825
17,motor,2206,3991,0.60381,2.2368,202,1785,1785
17,motor,2694,3525,0.8399,2.9175,189,831,831
17,motor,3196,3354,0.82593,2.6086,192,158,158
17,motor,3818,4042,1.2534,3.579,313,224,224
17,motor,2700,3836,1.0179,3.6361,196,1136,1136
17,motor,3119,3200,0.9489,2.9181,115,81,81
17,motor,3698,3760,1.1669,4.0712,194,62,62
17,motor,1697,3420,0.38309,1.3191,193,1723,1723
17,motor,2089,2859,0.41223,2.1965,85,770,770
17,auditory,2000,3958,0.001183,1.4716,0,1958,1958
17,auditory,2500,3918,0.0010071,1.5165,0,1418,1418
17,auditory,4000,4623,0.00097537,4.0395,0,623,623
17,auditory,1000,2206,0.00052467,0.99203,0,1206,1206
17,auditory,1500,2122,0.00035238,1.0523,0,622,622
17,auditory,2000,3291,0.00073564,0.72616,0,1291,1291
17,auditory,2500,3847,0.00093444,2.1848,0,1347,1347
17,auditory,3000,4479,0.0010825,3.3417,0,1479,1479
17,auditory,1000,1202,0.00055846,1.2928,0,202,202
17,auditory,1500,2150,0.000314,1.0469,0,650,650
17,auditory,3000,4426,0.00098064,2.1013,0,1426,1426
17,auditory,3500,4591,0.0010299,3.786,0,1091,1091
17,auditory,3500,5336,0.0010858,5.7418,0,1836,1836
17,auditory,4000,5326,0.0011353,3.5989,0,1326,1326
17,audiomotor,1116,2049,0.29611,1.1782,112,933,933
17,audiomotor,1795,3750,0.5042,1.8629,292,1955,1955
17,audiomotor,3769,5231,1.1829,3.5953,264,1462,1462
17,audiomotor,4208,4913,1.2327,3.8173,203,705,705
17,audiomotor,1181,1730,0.23594,1.1184,176,549,549
17,audiomotor,2213,3761,0.54229,1.7443,210,1548,1548
17,audiomotor,2690,3399,0.75764,2.6942,187,709,709
17,audiomotor,3142,4499,0.76234,3.1961,137,1357,1357
17,audiomotor,3685,4654,0.99852,3.3208,181,969,969
17,audiomotor,1693,2983,0.41777,1.5475,189,1290,1290
17,audiomotor,2333,3788,0.53381,1.681,328,1455,1455
17,audiomotor,2698,3655,0.56901,2.3694,194,957,957
17,audiomotor,3127,3498,0.80501,3.1038,123,371,371
17,motor,4331,5280,1.4008,4.9093,328,949,949
17,motor,1145,2669,0.3007,1.2201,142,1524,1524
17,motor,3207,3632,0.82643,3.1938,204,425,425
17,motor,3772,3799,1.0447,3.6675,267,27,27
17,motor,1352,1761,0.23619,0.7194,348,409,409
17,motor,1779,1871,0.43329,1.6494,276,92,92
17,motor,3582,3603,1.2506,4.6408,77,21,21
17,motor,4265,3988,1.3793,5.7304,261,-277,277
17,motor,2822,3291,0.78557,3.2269,318,469,469
17,motor,3065,3367,1.1206,3.2802,62,302,302
17,motor,2272,2972,0.49467,2.5546,268,700,700
17,motor,2904,3634,0.8259,3.0007,400,730,730
17,motor,2037,2735,0.39292,1.93,532,698,698
17,motor,2310,2913,0.57029,2.1422,306,603,603
17,auditory,4000,5375,0.00073608,1.4504,0,1375,1375
17,auditory,1000,1607,0.0009744,0.74323,0,607,607
17,auditory,2000,3005,0.00084709,2.0511,0,1005,1005
17,auditory,2500,3127,0.00075819,2.6034,0,627,627
17,auditory,3000,4370,0.00074772,3.5711,0,1370,1370
17,auditory,3500,4553,0.00056592,1.8535,0,1053,1053
17,auditory,1000,1456,0.00036164,0.6341,0,456,456
17,auditory,1500,2654,0.00043199,1.1412,0,1154,1154
17,auditory,2500,3445,0.0021302,1.4569,0,945,945
17,auditory,3000,3954,0.00093956,2.0578,0,954,954
17,auditory,3500,4355,0.00082966,3.5676,0,855,855
17,auditory,4000,5127,0.0013377,3.9509,0,1127,1127
17,auditory,1500,1858,0.0004839,0.21555,0,358,358
17,auditory,2000,3422,0.00032776,1.8213,0,1422,1422
17,audiomotor,2309,3723,0.67184,2.5847,305,1414,1414
17,audiomotor,2923,4140,0.90272,3.5058,419,1217,1217
17,audiomotor,3103,4057,0.86781,3.1957,100,954,954
17,audiomotor,3808,3490,0.98493,3.792,304,-318,318
17,audiomotor,1250,1869,0.27036,0.93731,245,619,619
17,audiomotor,1674,2651,0.40544,1.6601,169,977,977
17,audiomotor,3680,3499,1.0322,3.6154,177,-181,181
17,audiomotor,4090,3908,1.0585,4.2899,86,-182,182
17,audiomotor,2773,3564,1.0388,3.7331,269,791,791
17,audiomotor,3308,3943,0.87055,2.7462,304,635,635
17,audiomotor,4252,3736,1.1222,4.3427,248,-516,516
17,audiomotor,1281,1742,0.25313,1.0569,278,461,461
17,audiomotor,1605,3025,0.38201,1.3985,100,1420,1420
17,audiomotor,2306,3257,0.6232,2.1581,302,951,951
17,motor,3872,3640,1.1981,5.726,368,-232,232
17,motor,4553,3407,1.5526,6.939,550,-1146,1146
17,motor,2342,3287,0.48812,2.3733,338,945,945
17,motor,2626,3578,0.90576,3.3628,122,952,952
17,motor,4376,3787,1.437,5.0496,372,-589,589
17,motor,1304,2482,0.31196,1.1868,300,1178,1178
17,motor,1917,2541,0.39443,1.7672,412,624,624
17,motor,2277,2930,0.59707,1.9893,273,653,653
17,motor,3194,3338,0.94464,3.5054,190,144,144
17,motor,1299,2382,0.24176,0.71839,295,1083,1083
17,motor,1690,2633,0.31744,0.92583,186,943,943
17,motor,2838,3523,0.65572,2.3038,334,685,685
17,motor,3307,3632,1.0647,3.4194,302,325,325
18,audiomotor,3026,3216,0.57422,6.6188,22,190,190
18,audiomotor,3541,3156,0.39383,0.79377,37,-385,385
18,audiomotor,3549,2489,0.52488,3.6618,45,-1060,1060
18,audiomotor,4047,2735,0.72203,1.8259,43,-1312,1312
18,audiomotor,1536,1744,0.24148,0.46763,33,208,208
18,audiomotor,2137,2677,0.32195,0.73963,134,540,540
18,audiomotor,2650,2287,0.34849,0.98799,146,-363,363
18,audiomotor,3021,3194,0.36555,0.71896,17,173,173
18,audiomotor,4048,3101,0.54166,1.1104,43,-947,947
18,audiomotor,1071,972,0.104,0.22554,66,-99,99
18,audiomotor,1085,803,0.1353,0.28575,81,-282,282
18,audiomotor,1589,1472,0.24512,0.76793,85,-117,117
18,audiomotor,2047,2247,0.31947,0.86034,42,200,200
18,audiomotor,2575,1919,0.26275,0.60246,72,-656,656
18,auditory,4000,4125,0.0017916,2.7627,0,125,125
18,auditory,1000,818,0.00033119,0.83175,0,-182,182
18,auditory,1500,1738,0.00056356,2.0537,0,238,238
18,auditory,2000,1933,0.00082645,5.0153,0,-67,67
18,auditory,1000,979,0.00061609,2.1349,0,-21,21
18,auditory,1500,1256,0.00059829,2.1781,0,-244,244
18,auditory,2000,2449,0.0005796,2.0556,0,449,449
18,auditory,2500,3263,0.00062637,8.7559,0,763,763
18,auditory,3000,3541,0.00049483,3.2462,0,541,541
18,auditory,3500,3202,0.00044621,3.3003,0,-298,298
18,auditory,2500,2798,0.00081532,4.8953,0,298,298
18,auditory,3000,3091,0.0011318,7.7929,0,91,91
18,auditory,3500,3378,0.001208,17.125,0,-122,122
18,auditory,4000,3446,0.0023797,14.633,0,-554,554
18,motor,3529,2538,0.50881,5.4488,26,-991,991
18,motor,4005,3203,0.34646,0.85973,1,-802,802
18,motor,3067,3174,0.2622,0.68537,63,107,107
18,motor,3558,3047,0.41126,0.83053,55,-511,511
18,motor,1098,1,0.1188,0.36494,95,-1097,1097
18,motor,1644,1668,0.31271,0.72595,140,24,24
18,motor,2566,2132,0.43027,1.0862,62,-434,434
18,motor,3090,2037,0.29404,0.74479,85,-1053,1053
18,motor,2148,1960,0.19255,0.51523,145,-188,188
18,motor,2572,2136,0.36735,0.86855,68,-436,436
18,motor,4021,3203,0.59654,1.1942,16,-818,818
18,motor,1053,1144,0.17199,0.37179,48,91,91
18,motor,1553,929,0.1329,0.34679,49,-624,624
18,motor,2020,1832,0.26181,0.58608,17,-188,188
18,audiomotor,3059,2613,0.34778,0.89227,56,-446,446
18,audiomotor,3519,3056,0.57882,6.6787,15,-463,463
18,audiomotor,1021,1203,0.078631,0.12227,17,182,182
18,audiomotor,1573,1533,0.21822,0.40609,69,-40,40
18,audiomotor,2014,2006,0.20558,0.40357,9,-8,8
18,audiomotor,2526,2079,0.25474,0.54574,21,-447,447
18,audiomotor,3538,2705,0.54087,2.9967,34,-833,833
18,audiomotor,4034,3010,0.43989,1.1099,31,-1024,1024
18,audiomotor,2662,2298,0.2538,0.6774,157,-364,364
18,audiomotor,3161,2757,0.57829,4.2014,158,-404,404
18,audiomotor,4013,3900,0.40186,0.9692,10,-113,113
18,audiomotor,1009,1317,0.082296,0.19946,4,308,308
18,audiomotor,1542,1250,0.14069,0.33325,37,-292,292
18,audiomotor,2139,1672,0.45756,6.6783,135,-467,467
18,motor,2023,1091,0.18689,0.48831,19,-932,932
18,motor,2572,1967,0.4721,1.114,67,-605,605
18,motor,2101,2444,0.31656,0.70476,97,343,343
18,motor,4056,2766,0.50917,1.3179,51,-1290,1290
18,motor,1060,753,0.11547,0.28851,56,-307,307
18,motor,3558,2915,0.42802,0.99691,54,-643,643
18,motor,4049,2482,0.46808,1.0232,45,-1567,1567
18,motor,2523,2518,0.28406,0.57481,18,-5,5
18,motor,3083,2474,0.37721,0.73903,79,-609,609
18,motor,3043,2376,0.3828,0.80626,40,-667,667
18,motor,3523,2911,0.27684,0.74394,19,-612,612
18,motor,1055,841,0.10645,0.29657,51,-214,214
18,motor,1522,1268,0.22501,0.53408,18,-254,254
18,auditory,2500,2481,0.00095609,1.0967,0,-19,19
18,auditory,3000,2893,0.0012528,2.3685,0,-107,107
18,auditory,4000,4857,0.00093521,2.6418,0,857,857
18,auditory,1000,876,0.00035,1.316,0,-124,124
18,auditory,1500,1485,0.00039768,0.93297,0,-15,15
18,auditory,2000,2326,0.0010141,5.3941,0,326,326
18,auditory,3500,3005,0.0015716,7.4045,0,-495,495
18,auditory,4000,3927,0.0018255,5.2418,0,-73,73
18,auditory,1000,1096,0.00029655,1.3711,0,96,96
18,auditory,1500,1947,0.00032296,1.1456,0,447,447
18,auditory,2000,2223,0.00057774,1.6743,0,223,223
18,auditory,2500,2561,0.00068606,2.6139,0,61,61
18,auditory,3000,3018,0.00067164,3.2748,0,18,18
18,auditory,3500,4417,0.0010454,11.363,0,917,917
18,motor,1543,1975,0.14188,0.33473,39,432,432
18,motor,2027,2473,0.18483,0.46175,23,446,446
18,motor,2513,2643,0.17148,0.54595,9,130,130
18,motor,3022,2921,0.79363,3.1245,17,-101,101
18,motor,1025,1433,0.11633,0.21258,21,408,408
18,motor,1636,1540,0.30496,0.45139,133,-96,96
18,motor,3549,2967,0.51609,0.9759,45,-582,582
18,motor,4105,4692,0.61631,1.2671,101,587,587
18,motor,4088,2582,0.7778,4.3232,85,-1506,1506
18,motor,1147,1408,0.15855,0.35272,143,261,261
18,motor,2174,2496,0.33359,0.85947,169,322,322
18,motor,2572,1753,0.40786,1.0792,68,-819,819
18,motor,3106,3293,0.50861,1.1485,103,187,187
18,motor,3584,3487,0.57977,1.3215,79,-97,97
18,auditory,3000,2663,0.00069833,4.0289,0,-337,337
18,auditory,3500,3028,0.00088515,4.0146,0,-472,472
18,auditory,1500,1537,0.00042793,1.196,0,37,37
18,auditory,2000,2275,0.00043007,0.93501,0,275,275
18,auditory,4000,3933,0.0013213,2.7551,0,-67,67
18,auditory,1000,793,0.00070071,3.7315,0,-207,207
18,auditory,1000,974,0.00036401,1.3679,0,-26,26
18,auditory,1500,1776,0.00072307,1.921,0,276,276
18,auditory,2000,1789,0.00080416,2.5209,0,-211,211
18,auditory,2500,3156,0.0009102,2.5926,0,656,656
18,auditory,2500,2967,0.0011104,6.4465,0,467,467
18,auditory,3000,2805,0.0010528,6.7129,0,-195,195
18,auditory,3500,3705,0.0010992,3.5598,0,205,205
18,auditory,4000,3337,0.0017352,12.739,0,-663,663
18,audiomotor,3559,3106,0.5398,1.1869,55,-453,453
18,audiomotor,4099,3598,0.67559,1.4213,95,-501,501
18,audiomotor,2509,1935,0.31981,0.63002,5,-574,574
18,audiomotor,3055,2751,0.40168,0.92489,52,-304,304
18,audiomotor,4055,3488,0.64372,1.1958,51,-567,567
18,audiomotor,1110,1059,0.13316,0.18663,105,-51,51
18,audiomotor,1629,2129,0.24159,0.49441,124,500,500
18,audiomotor,2152,1494,0.35835,0.76181,148,-658,658
18,audiomotor,1098,1333,0.10987,0.43331,94,235,235
18,audiomotor,1524,1848,0.1522,0.30464,20,324,324
18,audiomotor,2037,2419,0.24915,0.44619,33,382,382
18,audiomotor,2556,2790,0.30027,0.48226,52,234,234
18,audiomotor,3041,2366,0.33126,0.93942,37,-675,675
18,audiomotor,3647,3067,0.44526,0.95585,144,-580,580
18,auditory,3500,4126,0.0017707,6.5845,0,626,626
18,auditory,4000,4226,0.0014628,7.7673,0,226,226
18,auditory,2500,2885,0.0011033,8.553,0,385,385
18,auditory,3000,2677,0.0013465,10.958,0,-323,323
18,auditory,1500,1662,0.00048352,2.4028,0,162,162
18,auditory,2000,2418,0.00047993,0.93407,0,418,418
18,auditory,3000,2793,0.0016484,5.2676,0,-207,207
18,auditory,3500,3483,0.0009578,6.8039,0,-17,17
18,auditory,4000,3942,0.00079404,2.8758,0,-58,58
18,auditory,1000,854,0.0001973,0.66913,0,-146,146
18,auditory,1000,884,0.00041057,2.5946,0,-116,116
18,auditory,1500,1157,0.00057278,2.7961,0,-343,343
18,auditory,2000,2233,0.00093711,2.9859,0,233,233
18,auditory,2500,3160,0.00099031,4.1736,0,660,660
18,audiomotor,1093,1451,0.1211,0.17255,90,358,358
18,audiomotor,1550,1833,0.18076,0.41592,46,283,283
18,audiomotor,4026,3719,0.37004,0.91964,23,-307,307
18,audiomotor,1029,1425,0.095852,0.21645,24,396,396
18,audiomotor,2142,2,0.22517,0.43263,139,-2140,2140
18,audiomotor,2550,1745,0.30167,0.79386,46,-805,805
18,audiomotor,3056,30,0.40042,0.88009,53,-3026,3026
18,audiomotor,3549,3075,0.72485,11.597,46,-474,474
18,audiomotor,2592,2853,0.39575,0.91398,89,261,261
18,audiomotor,3044,4,0.61735,4.9358,39,-3040,3040
18,audiomotor,3595,2871,0.72467,4.3082,92,-724,724
18,audiomotor,4125,3664,1.2612,6.654,121,-461,461
18,audiomotor,1559,2802,0.20335,0.43013,55,1243,1243
18,audiomotor,2112,2582,0.25023,0.63068,108,470,470
18,motor,1105,1116,0.1453,0.37986,101,11,11
18,motor,1063,1470,0.14733,0.35032,59,407,407
18,motor,3060,2875,0.51463,1.0872,57,-185,185
18,motor,3639,3469,0.61907,1.4219,135,-170,170
18,motor,2089,2086,0.30605,0.6868,85,-3,3
18,motor,2546,2685,0.35199,0.75399,43,139,139
18,motor,2636,2602,0.39551,0.98535,133,-34,34
18,motor,3143,2530,0.52454,1.0917,140,-613,613
18,motor,3596,3156,0.56371,1.2431,91,-440,440
18,motor,4075,2905,0.55253,1.1874,72,-1170,1170
18,motor,1545,1726,0.28696,0.69292,41,181,181
18,motor,2010,2079,0.16875,0.5422,5,69,69
18,audiomotor,4022,3833,0.52198,1.0656,19,-189,189
18,audiomotor,1180,1046,0.15556,0.32737,175,-134,134
18,audiomotor,3612,3353,0.48074,0.99301,109,-259,259
18,audiomotor,4055,3149,0.58448,1.1632,51,-906,906
18,audiomotor,1582,2484,0.24451,0.50013,77,902,902
18,audiomotor,2121,2558,0.26319,0.55015,117,437,437
18,audiomotor,3072,3479,0.44389,0.9833,69,407,407
